"TL0_1"	"TL0_2"	"TL0_3"	"TL1_1"	"TL1_2"	"TL1_3"
"LOC107815409"	148	90	169	102	115	81
"LOC107815412"	25706	21795	25749	30831	31111	33025
"LOC107815410"	711	623	700	786	753	876
"LOC107815413"	0	0	0	0	0	0
"LOC107815415"	50	22	40	89	30	78
"LOC107815416"	0	2	2	0	0	2
"LOC107815417"	685	759	724	350	441	407
"LOC107815419"	67	88	88	69	84	95
"LOC107815418"	1645	1405	1524	1459	1607	1373
"LOC107815420"	163	134	170	191	232	196
"LOC107815421"	2	2	4	12	6	10
"LOC107815423"	6	1	7	7	0	15
"LOC107815425"	29	48	46	24	6	19
"LOC107815426"	234	244	227	194	165	221
"LOC107815422"	191	193	226	73	89	95
"LOC107815427"	0	2	0	0	2	4
"LOC107815428"	2	0	2	2	0	0
"LOC107815429"	122	99	173	179	202	283
"LOC107815430"	140	149	167	138	128	119
"LOC107815432"	756	793	754	968	1140	1289
"LOC107815431"	0	0	0	0	0	0
"LOC107815433"	0	0	0	0	1	0
"LOC107815434"	5	12	10	2	6	6
"LOC107815435"	41	34	49	37	43	50
"LOC107815436"	1	0	0	0	0	0
"LOC107815437"	127	33	103	24	27	28
"LOC107815439"	377	359	448	374	326	441
"LOC107815440"	373	238	339	194	235	321
"LOC107815441"	181	121	201	180	191	224
"LOC107815443"	42	42	50	12	2	20
"LOC107815445"	271	247	240	224	208	214
"LOC107815447"	231	444	374	29	30	20
"TRNAL-CAA_6"	0	0	0	0	0	0
"LOC107815448"	3667	3470	4139	2804	2977	3625
"LOC107815442"	0	0	0	0	0	0
"LOC107815444"	0	0	0	0	0	0
"LOC107815449"	198	235	259	213	257	346
"LOC107815451"	23	17	35	26	23	70
"LOC107815452"	1044	739	959	637	714	826
"LOC107815454"	1634	1192	1943	1381	1597	2026
"LOC107815456"	194	78	296	92	110	180
"LOC107815455"	34	51	74	8	7	40
"LOC107815457"	732	478	663	436	641	961
"LOC107815458"	2	2	7	0	0	4
"LOC107815459"	194	157	267	285	382	438
"LOC107815461"	125	103	85	41	32	57
"LOC107815462"	461	409	470	388	376	464
"LOC107815464"	492	494	657	395	595	693
"LOC107815465"	639	504	874	966	787	864
"LOC107815466"	1889	1557	1774	2001	2056	2269
"TRNAY-GUA_6"	0	0	0	0	0	0
"LOC107815469"	4	0	0	0	4	0
"LOC107815470"	0	0	0	0	0	0
"LOC107815472"	18	23	20	17	16	42
"LOC107815473"	678	522	744	451	497	561
"LOC107815474"	0	0	0	0	0	0
"LOC107815475"	0	0	0	0	0	0
"LOC107815476"	0	2	0	4	4	2
"LOC107815479"	1249	1225	1168	1400	1397	1436
"LOC107815477"	2397	1412	1931	613	579	672
"LOC107815480"	185	278	220	134	150	133
"LOC107815481"	215	236	274	263	247	296
"TRNAF-GAA_3"	0	0	0	0	0	0
"LOC107815484"	382	318	494	133	158	218
"LOC107815483"	21	38	20	9	18	16
"LOC107815486"	276	253	344	269	223	330
"LOC107815485"	0	0	0	0	0	0
"LOC107815487"	107	78	182	170	183	240
"LOC107815489"	456	656	650	875	860	1011
"LOC107815490"	70	77	117	76	103	77
"LOC107815491"	0	0	0	0	0	0
"LOC107815492"	645	549	837	449	530	706
"LOC107815493"	92	131	143	55	62	63
"LOC107815494"	8	1	1	0	0	2
"LOC107815495"	16	26	23	25	26	29
"LOC107815497"	200	223	104	284	276	390
"LOC107815500"	348	314	335	173	291	246
"LOC107815501"	0	0	0	0	0	0
"LOC107815502"	236	293	269	160	141	196
"TRNAI-AAU_9"	0	0	0	0	0	0
"LOC107815499"	603	522	780	246	288	412
"LOC107815504"	56	39	37	25	53	41
"LOC107815507"	1316	1205	1155	1219	1364	1525
"LOC107815505"	0	0	0	0	0	0
"LOC107815506"	0	0	0	0	0	0
"LOC107815509"	475	462	452	226	272	235
"LOC107815510"	1239	891	1523	627	832	828
"LOC107815511"	58	69	134	82	132	250
"LOC107815512"	672	758	747	781	832	996
"LOC107815513"	49	54	100	79	84	96
"LOC107815508"	0	0	0	0	0	0
"LOC107815514"	16	16	40	32	26	51
"LOC107815515"	597	569	517	314	360	334
"LOC107815516"	111	67	91	48	56	74
"LOC107815517"	123	184	163	147	200	180
"LOC107815518"	0	0	0	0	0	0
"LOC107815519"	0	0	0	0	0	0
"LOC107815522"	97	85	71	12	14	14
"LOC107815521"	137	83	94	104	77	88
"LOC107815524"	818	613	1108	2209	2064	2495
"LOC107815523"	7	14	4	0	4	4
"LOC107815526"	2330	1490	3377	1203	1569	2059
"LOC107815527"	271	285	285	338	328	331
"LOC107815528"	31	32	64	47	66	46
"LOC107815529"	0	0	0	0	0	0
"LOC107815530"	2530	2498	3141	2372	2528	3793
"LOC107815531"	196	210	219	189	234	267
"LOC107815532"	419	390	493	485	463	592
"LOC107815534"	206	146	274	191	247	228
"LOC107815535"	28	22	29	12	20	22
"LOC107815536"	254	226	308	209	216	314
"LOC107815538"	6	6	0	0	2	16
"LOC107815539"	153	94	134	99	81	122
"LOC107815540"	247	108	306	27	64	98
"LOC107815541"	2081	2149	1850	874	635	705
"LOC107815542"	13	14	23	10	21	35
"LOC107815544"	6	5	11	2	2	0
"LOC107815545"	814	401	545	419	285	228
"LOC107815547"	61	77	78	46	53	76
"LOC107815546"	183	124	236	140	180	155
"LOC107815549"	1319	1088	1587	2902	3070	3446
"LOC107815550"	2362	1890	2359	2943	2606	2646
"LOC107815543"	50	66	64	23	34	42
"LOC107815552"	2	4	9	29	33	49
"LOC107815553"	0	0	0	0	0	0
"LOC107815556"	43	39	62	36	43	27
"LOC107815554"	1253	1193	1516	794	864	895
"LOC107815557"	1	0	0	0	0	1
"LOC107815559"	494	567	429	215	194	213
"LOC107815560"	0	0	14	2	0	0
"LOC107815558"	0	0	0	0	2	0
"LOC107815561"	0	0	0	0	0	0
"LOC107815562"	0	0	1	0	0	0
"LOC107815563"	246	257	246	219	194	255
"LOC107815564"	1569	1499	1991	4792	4758	5000
"LOC107815565"	1308	1110	1059	1360	1358	1482
"LOC107815566"	144	141	144	141	138	168
"LOC107815567"	0	2	2	0	0	0
"LOC107815569"	114	147	141	99	78	76
"LOC107815568"	390	494	389	583	938	606
"LOC107815571"	133	85	138	105	117	94
"LOC107815572"	195	108	147	68	76	124
"LOC107815570"	0	0	0	0	0	0
"LOC107815573"	0	0	0	0	0	0
"LOC107815575"	5474	3189	5394	321	331	498
"LOC107815578"	846	820	919	837	896	900
"LOC107815579"	226	191	265	118	96	153
"LOC107815576"	14	20	36	4	14	6
"LOC107815580"	0	0	0	0	0	0
"LOC107815581"	386	364	456	388	313	507
"LOC107815583"	687	710	1002	450	459	483
"LOC107815584"	232	166	304	136	154	227
"LOC107815585"	1164	946	1317	603	765	708
"LOC107815586"	253	161	252	222	268	338
"LOC107815587"	261	225	314	154	165	197
"LOC107815588"	461	492	509	285	293	389
"LOC107815589"	164	211	197	88	101	108
"LOC107815590"	0	0	0	0	0	0
"LOC107815591"	0	0	0	0	0	0
"LOC107815594"	47	40	86	5	43	21
"LOC107815593"	99	45	96	18	24	77
"LOC107815595"	107	182	172	168	170	176
"LOC107815596"	281	208	267	291	373	313
"LOC107815598"	0	0	0	0	0	0
"LOC107815601"	464	539	410	482	341	390
"LOC107815599"	0	0	0	0	0	0
"LOC107815600"	0	1	0	3	0	4
"LOC107815603"	0	0	0	0	0	0
"LOC107815604"	0	0	0	0	0	0
"LOC107815605"	22	21	26	20	11	12
"LOC107815606"	12	14	24	8	10	11
"LOC107815607"	8	0	2	0	0	0
"LOC107815608"	16	6	6	6	6	4
"LOC107815609"	20	27	38	36	29	29
"LOC107815610"	62	37	62	34	44	18
"LOC107815611"	550	502	682	349	379	417
"LOC107815612"	0	0	0	0	0	0
"LOC107815613"	0	0	0	0	0	0
"LOC107815614"	0	0	0	0	0	0
"LOC107815615"	458	417	475	174	247	327
"LOC107815616"	0	9	5	0	0	2
"LOC107815617"	4	3	1	0	0	0
"LOC107815618"	1612	1177	1805	903	1203	1255
"LOC107815619"	0	0	0	0	2	0
"LOC107815620"	0	0	0	0	0	0
"LOC107815621"	2	4	0	0	2	2
"LOC107815622"	0	0	0	0	0	0
"LOC107815623"	186	225	186	146	233	191
"LOC107815624"	275	224	241	195	195	137
"LOC107815625"	6	11	4	4	10	26
"LOC107815627"	16	28	80	47	30	90
"LOC107815628"	28	36	49	22	13	53
"LOC107815629"	0	0	0	0	0	0
"LOC107815630"	0	0	0	0	0	0
"LOC107815631"	0	0	0	0	0	0
"LOC107815632"	0	0	0	0	0	0
"LOC107815634"	571	611	573	336	477	516
"LOC107815635"	669	555	605	208	165	206
"LOC107815633"	0	0	0	0	0	0
"LOC107815637"	131	73	160	1474	1745	776
"LOC107815638"	300	230	292	281	300	329
"LOC107815639"	0	0	0	0	0	0
"LOC107815641"	0	0	0	0	0	0
"LOC107815642"	11	0	5	5	2	5
"LOC107815643"	119	163	110	66	154	58
"LOC107815645"	2	13	19	15	25	51
"LOC107815644"	0	0	0	6	0	0
"LOC107815648"	60	54	62	47	48	76
"LOC107815649"	16	16	16	8	12	16
"LOC107815650"	20	22	36	10	46	16
"LOC107815651"	116	125	222	75	73	110
"LOC107815656"	8	2	0	3	8	6
"LOC107815652"	0	0	0	0	0	0
"LOC107815657"	368	509	546	331	307	454
"LOC107815658"	2	10	6	0	0	7
"LOC107815659"	2774	2016	2939	4452	4443	4821
"LOC107815660"	409	378	478	324	329	428
"LOC107815661"	863	48	1688	20	67	62
"LOC107815662"	1944	1677	1844	1783	1959	2108
"LOC107815653"	0	0	0	0	0	0
"LOC107815654"	0	0	8	0	2	0
"LOC107815663"	63	41	51	36	32	35
"LOC107815664"	375	660	415	303	287	411
"LOC107815665"	6	6	6	2	4	2
"LOC107815666"	10	23	32	40	40	86
"LOC107815667"	18	14	12	10	12	14
"LOC107815671"	390	337	286	162	180	172
"LOC107815669"	0	0	0	0	0	0
"LOC107815670"	0	8	6	6	2	2
"LOC107815668"	0	0	0	0	0	0
"LOC107815672"	456	394	459	278	278	332
"LOC107815673"	179	153	116	1597	1086	944
"LOC107815674"	874	772	967	682	682	758
"LOC107815677"	2	0	2	0	0	0
"LOC107815678"	0	0	1	0	0	0
"LOC107815679"	476	265	567	318	322	602
"LOC107815680"	7	30	2	16	9	10
"LOC107815681"	1658	1866	1460	1921	1699	2086
"LOC107815682"	0	0	0	0	0	0
"LOC107815684"	6	21	6	4	0	4
"LOC107815683"	0	0	0	0	0	0
"LOC107815685"	559	414	719	1196	1050	1183
"LOC107815688"	156	130	123	135	89	144
"LOC107815687"	0	0	0	0	0	0
"LOC107815689"	0	0	0	0	0	0
"LOC107815690"	0	0	0	0	0	0
"LOC107815693"	11	8	16	0	2	2
"TRNAN-GUU_6"	0	0	0	0	0	0
"LOC107815692"	0	0	0	0	0	0
"LOC107815696"	850	859	1162	875	654	1088
"LOC107815701"	269	311	345	276	320	342
"LOC107815700"	930	855	945	501	668	740
"LOC107815697"	0	0	0	0	0	0
"LOC107815698"	0	0	0	0	0	0
"LOC107815702"	390	350	419	246	276	292
"LOC107815703"	0	0	0	0	0	0
"LOC107815705"	1264	1208	1427	899	903	1207
"LOC107815706"	2810	1898	6093	228	527	297
"LOC107815707"	0	0	0	0	0	0
"LOC107815710"	0	0	0	0	0	8
"LOC107815709"	236	214	199	148	113	153
"LOC107815711"	1573	1796	1868	310	411	418
"LOC107815712"	3740	4384	3648	163	150	179
"LOC107815714"	571	428	524	181	100	244
"LOC107815715"	180	72	296	51	60	154
"LOC107815716"	51	76	76	40	69	78
"LOC107815717"	58	42	70	28	31	87
"LOC107815719"	180	168	211	402	410	656
"TRNAR-ACG_2"	0	0	0	0	0	0
"LOC107815720"	728	850	766	469	462	544
"LOC107815718"	0	0	0	0	0	0
"LOC107815724"	354	292	416	185	241	261
"LOC107815726"	8	22	26	12	15	10
"LOC107815727"	520	583	464	322	310	322
"LOC107815728"	1017	789	1133	725	560	720
"LOC107815731"	821	847	998	776	662	797
"LOC107815730"	299	343	369	434	430	459
"LOC107815732"	125	62	97	93	72	103
"LOC107815734"	67	90	100	154	206	132
"LOC107815733"	0	0	0	0	0	0
"LOC107815735"	407	489	625	343	316	441
"LOC107815736"	16	2	12	0	1	0
"LOC107815739"	6	12	18	6	3	6
"LOC107815738"	4	0	0	0	0	0
"LOC107815740"	625	537	902	853	1188	1059
"LOC107815741"	6	10	12	0	12	20
"LOC107815743"	184	127	216	255	249	315
"LOC107815744"	8	11	14	4	0	4
"LOC107815745"	0	0	0	0	0	0
"LOC107815746"	22	8	53	100	150	68
"LOC107815747"	89	49	200	243	457	239
"LOC107815748"	2	8	5	21	8	22
"LOC107815749"	0	0	0	0	0	0
"LOC107815750"	4	0	8	0	0	0
"LOC107815751"	1331	1147	1055	1170	1186	1032
"LOC107815752"	238	203	138	92	91	96
"LOC107815753"	866	655	631	724	641	750
"LOC107815754"	203	118	134	89	60	138
"LOC107815755"	1720	1865	2161	4367	4247	4083
"LOC107815756"	2614	2215	3493	2986	4084	6556
"LOC107815757"	193	185	242	194	246	258
"LOC107815758"	0	0	0	0	0	0
"LOC107815759"	22016	15414	23541	40512	46080	49967
"LOC107815762"	529	463	541	390	451	699
"LOC107815761"	2	0	2	0	5	0
"LOC107815763"	0	0	0	0	0	0
"TRNAE-UUC_9"	0	0	0	0	0	0
"LOC107815765"	4	14	12	26	32	40
"LOC107815767"	1538	1074	1926	2046	3593	3427
"LOC107815764"	0	0	0	0	0	0
"LOC107815769"	0	0	2	0	0	0
"LOC107815770"	304	314	358	646	498	522
"TRNAL-CAG"	0	0	0	0	0	0
"LOC107815772"	124	135	133	384	237	311
"LOC107815774"	0	2	4	4	5	4
"LOC107815775"	771	848	787	727	779	916
"LOC107815773"	0	0	0	0	0	0
"LOC107815777"	479	427	577	317	367	490
"LOC107815778"	0	0	0	0	0	0
"LOC107815780"	0	0	2	2	16	0
"LOC107815781"	231	228	247	260	298	285
"LOC107815782"	0	0	0	0	0	0
"LOC107815787"	111	62	118	202	286	227
"LOC107815785"	0	2	0	1	0	0
"LOC107815783"	28	22	62	19	6	29
"LOC107815786"	5	10	11	19	32	43
"LOC107815788"	201	203	455	181	177	193
"LOC107815789"	4	0	1	0	0	0
"LOC107815790"	4875	4948	5757	3914	3836	4105
"LOC107815791"	357	290	419	304	291	297
"LOC107815793"	0	0	0	0	0	0
"LOC107815796"	0	0	0	14	18	8
"LOC107815797"	161	121	200	348	356	354
"LOC107815799"	427	372	482	452	492	478
"LOC107815798"	0	0	0	0	0	0
"LOC107815800"	430	284	495	179	198	274
"LOC107815802"	708	567	767	388	351	509
"LOC107815801"	0	0	0	0	0	0
"LOC107815803"	0	0	0	0	0	0
"LOC107815804"	0	0	0	0	0	0
"LOC107815806"	299	168	229	188	185	189
"LOC107815805"	1200	927	1154	731	808	1167
"LOC107815807"	7	0	4	0	2	0
"LOC107815808"	41	52	33	2	2	8
"LOC107815809"	626	687	704	429	470	646
"LOC107815810"	144	116	181	45	34	87
"LOC107815813"	0	0	0	0	0	0
"LOC107815814"	101	63	99	32	35	45
"LOC107815815"	2	0	4	4	0	0
"LOC107815816"	0	0	0	0	0	0
"LOC107815817"	10	14	12	8	19	18
"LOC107815820"	794	528	1214	203	283	935
"LOC107815819"	0	0	0	0	0	0
"LOC107815821"	170	198	157	91	139	143
"LOC107815822"	8	3	8	10	18	20
"LOC107815823"	60	47	62	38	63	48
"LOC107815824"	3186	2470	3973	11153	14127	12832
"LOC107815825"	11	15	19	3	10	2
"LOC107815828"	3	10	6	9	11	5
"LOC107815826"	11	4	20	29	21	11
"LOC107815829"	160	174	220	214	225	179
"LOC107815830"	0	0	0	0	0	0
"LOC107815831"	100	41	95	27	67	115
"LOC107815832"	38	41	27	64	96	96
"LOC107815833"	268	316	291	403	364	375
"LOC107815834"	320	288	292	348	244	347
"LOC107815835"	18792	17425	16629	17595	19119	17212
"LOC107815836"	2	8	0	8	0	4
"LOC107815838"	665	625	578	450	444	549
"LOC107815839"	0	0	0	0	0	0
"LOC107815840"	181	220	164	106	107	135
"LOC107815841"	0	0	0	0	0	0
"LOC107815843"	491	428	596	262	333	364
"LOC107815842"	19	2	20	2	0	4
"LOC107815844"	235	201	227	126	127	150
"LOC107815847"	4403	3666	5229	3828	3975	5155
"LOC107815845"	4	0	0	0	0	0
"LOC107815848"	1202	1073	1153	748	787	908
"LOC107815850"	593	631	724	456	521	509
"LOC107815851"	586	506	633	494	572	661
"LOC107815852"	1922	1696	2336	1702	1317	1904
"LOC107815853"	3941	4550	4191	8730	8933	8102
"LOC107815846"	0	0	0	0	0	0
"LOC107815854"	0	0	0	0	0	0
"TRNAV-AAC_1"	0	0	0	0	0	0
"TRNAV-AAC_2"	0	0	0	0	0	0
"LOC107815855"	41	25	26	29	40	42
"LOC107815856"	817	610	984	991	982	1037
"LOC107815857"	287	321	423	252	281	422
"LOC107815861"	136	165	196	69	108	131
"LOC107815862"	392	286	347	368	315	380
"LOC107815863"	0	0	0	0	0	0
"LOC107815864"	1336	1268	1380	963	933	947
"LOC107815865"	96	103	95	284	249	168
"LOC107815866"	295	189	370	154	185	222
"LOC107815867"	18	12	16	11	22	13
"LOC107815869"	1326	1370	1028	967	1156	1008
"LOC107815868"	2	3	0	0	0	0
"LOC107815871"	334	329	284	260	278	299
"LOC107815870"	1500	1234	1175	9	2	1
"LOC107815872"	0	0	0	0	0	0
"LOC107815873"	204	191	330	304	260	380
"LOC107815874"	46	38	25	27	35	47
"LOC107815876"	0	0	0	0	0	0
"LOC107815878"	2	8	2	3	2	10
"LOC107815879"	179	178	241	213	163	203
"LOC107815877"	11	20	16	8	17	16
"LOC107815881"	13	5	11	10	8	13
"LOC107815880"	590	583	614	331	336	373
"LOC107815884"	144	138	153	375	336	274
"LOC107815882"	0	0	0	0	0	0
"LOC107815886"	6	8	14	2	16	8
"LOC107815885"	84	53	72	29	33	38
"LOC107815887"	7716	7902	5789	6799	7931	6623
"LOC107815888"	412	369	581	361	442	605
"LOC107815889"	292	382	477	317	373	331
"LOC107815890"	462	339	439	234	260	317
"TRNAC-GCA_6"	0	0	0	0	0	0
"LOC107815892"	0	0	0	0	0	0
"LOC107815893"	982	1544	1091	310	664	645
"LOC107815894"	0	0	0	0	0	0
"LOC107815895"	0	0	0	0	0	0
"LOC107815896"	18	51	72	40	47	57
"LOC107815899"	14	18	18	21	13	16
"LOC107815897"	72	67	37	20	40	36
"LOC107815900"	17	14	7	4	8	4
"LOC107815898"	34	81	58	37	50	71
"LOC107815902"	483	412	652	116	139	241
"LOC107815903"	210	157	214	260	244	251
"LOC107815904"	15	32	23	43	34	31
"LOC107815905"	15521	13700	17033	51221	46897	44683
"LOC107815901"	646	636	815	649	661	644
"LOC107815906"	11	4	58	4	4	0
"LOC107815907"	27	16	10	8	4	10
"LOC107815908"	1359	1150	1478	736	765	912
"LOC107815909"	0	0	0	0	0	0
"LOC107815910"	20	8	17	3	2	15
"LOC107815911"	0	0	0	0	0	0
"LOC107815912"	0	0	0	0	0	0
"LOC107815915"	582	556	888	310	279	333
"LOC107815916"	356	355	408	203	195	253
"LOC107815914"	103	86	137	71	78	92
"LOC107815917"	2184	2878	2189	4531	3113	3843
"LOC107815918"	343	332	339	262	252	332
"LOC107815919"	316	349	271	102	130	146
"LOC107815920"	51	107	50	72	61	89
"LOC107815921"	516	548	559	185	178	213
"LOC107815922"	298	61	556	40	47	49
"LOC107815926"	178	192	172	224	177	224
"LOC107815925"	0	1	4	0	0	6
"LOC107815924"	0	0	0	0	0	0
"LOC107815927"	437	320	612	208	220	256
"LOC107815928"	0	0	0	0	0	0
"LOC107815929"	0	0	0	0	0	0
"LOC107815930"	0	0	0	0	0	0
"LOC107815931"	240	182	242	147	158	193
"LOC107815932"	100	87	98	76	94	89
"LOC107815934"	52	44	73	50	56	81
"LOC107815935"	567	565	400	541	601	499
"LOC107815936"	35	10	39	52	148	194
"LOC107815937"	319	181	382	43	37	108
"LOC107815941"	0	0	0	0	0	4
"LOC107815942"	831	846	1005	652	665	748
"LOC107815940"	8	4	8	0	0	2
"LOC107815943"	261	257	348	125	98	293
"LOC107815938"	0	0	0	0	0	0
"LOC107815944"	48	54	93	19	20	44
"LOC107815945"	3	0	2	1	0	0
"LOC107815946"	614	595	615	240	299	214
"TRNAV-UAC_4"	0	0	0	0	0	0
"LOC107815947"	256	120	165	150	196	170
"LOC107815950"	0	0	0	0	0	0
"LOC107815951"	14	12	9	3	7	6
"LOC107815952"	60	65	60	44	39	43
"LOC107815954"	6	9	5	8	7	2
"LOC107815953"	0	0	0	0	0	0
"LOC107815955"	173	206	230	224	287	274
"LOC107815958"	0	0	0	0	0	0
"LOC107815959"	12	17	3	3	3	18
"LOC107815960"	0	0	0	0	0	0
"LOC107815961"	32	43	51	28	34	36
"LOC107815962"	0	0	0	0	0	0
"LOC107815966"	0	0	0	0	0	0
"LOC107815964"	373	525	390	217	251	273
"TRNAI-AAU_10"	0	0	0	0	0	0
"LOC107815968"	357	391	435	218	282	300
"LOC107815970"	16	22	30	12	22	25
"LOC107815971"	56	45	93	23	31	33
"LOC107815974"	536	539	518	415	397	481
"LOC107815973"	432	421	459	402	432	525
"LOC107815976"	1061	864	1300	534	671	807
"LOC107815978"	234	231	297	240	358	322
"LOC107815977"	0	0	0	0	0	0
"LOC107815981"	230	229	378	283	347	386
"LOC107815980"	2	0	0	8	0	0
"LOC107815982"	705	774	1078	840	731	1043
"LOC107815983"	5119	4432	6996	8254	10333	9618
"LOC107815984"	2087	1717	2059	1352	1545	1825
"LOC107815985"	333	452	407	285	318	689
"LOC107815988"	1321	813	1915	389	419	583
"LOC107815989"	143	87	198	77	105	116
"LOC107815990"	894	730	943	407	521	549
"LOC107815986"	0	0	0	2	0	2
"LOC107815991"	658	613	668	612	656	621
"LOC107815992"	237	202	245	201	224	179
"LOC107815987"	0	0	0	0	0	0
"LOC107815994"	68	55	71	43	50	51
"LOC107815995"	515	477	422	259	246	254
"LOC107815996"	90	120	180	66	109	149
"LOC107815997"	0	0	0	0	0	0
"LOC107815998"	0	0	0	0	0	0
"LOC107815999"	3430	2285	5388	702	857	660
"LOC107816000"	0	0	0	0	0	0
"LOC107816001"	0	0	0	0	0	0
"LOC107816002"	488	476	641	390	381	763
"LOC107816003"	44	32	67	28	34	40
"LOC107816004"	24	45	70	8	18	40
"LOC107816007"	10	11	42	108	86	81
"LOC107816006"	0	0	0	0	0	0
"LOC107816008"	2432	1340	3397	1552	1830	1381
"LOC107816010"	14	4	10	2	6	0
"LOC107816011"	4	2	1	3	4	6
"LOC107816012"	49	43	30	39	32	59
"LOC107816013"	125	111	165	24	62	116
"LOC107816014"	0	0	0	0	0	0
"LOC107816016"	155	112	105	116	116	112
"LOC107816018"	40	10	40	16	7	29
"LOC107816019"	0	0	0	0	0	0
"LOC107816020"	0	0	0	0	0	0
"LOC107816022"	88	153	153	95	80	109
"LOC107816021"	2	2	0	2	5	10
"LOC107816024"	173	178	269	100	129	91
"LOC107816025"	4	2	3	2	0	0
"LOC107816026"	290	547	346	208	205	284
"LOC107816028"	659	804	907	546	463	509
"LOC107816030"	16	16	35	6	5	12
"LOC107816027"	310	265	468	177	229	205
"LOC107816031"	149	88	145	209	210	220
"LOC107816032"	4	18	6	6	0	16
"LOC107816033"	346	284	363	523	448	458
"LOC107816034"	10	0	4	2	0	0
"LOC107816035"	0	0	0	0	0	0
"LOC107816037"	0	0	0	0	1	0
"LOC107816038"	883	985	978	648	626	797
"LOC107816039"	0	0	0	0	0	0
"LOC107816040"	0	8	8	4	24	38
"LOC107816041"	11	14	21	2	1	2
"LOC107816043"	462	293	639	1033	1203	1310
"TRNAR-UCG_1"	0	0	0	0	0	0
"LOC107816044"	207	165	224	185	208	251
"LOC107816046"	2	2	6	6	2	0
"LOC107816048"	0	0	0	0	0	0
"LOC107816049"	0	0	0	0	0	0
"LOC107816051"	3	30	22	0	0	0
"LOC107816052"	157	165	143	70	95	72
"LOC107816053"	60	128	67	82	85	98
"LOC107816055"	196	159	266	91	80	136
"LOC107816056"	1	2	4	4	2	2
"LOC107816057"	229	270	226	154	212	188
"LOC107816058"	2	1	2	2	0	0
"LOC107816059"	62	61	65	85	48	85
"LOC107816062"	8	20	19	18	32	24
"LOC107816060"	0	0	0	0	0	0
"LOC107816063"	127	129	137	107	94	151
"LOC107816061"	0	2	4	0	4	0
"LOC107761147"	138	134	181	67	90	128
"LOC107816065"	65	83	126	78	70	108
"LOC107816066"	0	2	7	0	0	2
"LOC107816069"	0	0	0	0	0	0
"LOC107816071"	0	0	0	0	0	0
"LOC107816072"	418	409	409	380	318	399
"LOC107816073"	0	0	0	0	0	0
"LOC107816074"	552	601	623	719	650	882
"LOC107816075"	1867	1634	1903	1491	1443	1855
"LOC107816076"	187	184	243	183	173	196
"LOC107816077"	16	18	12	6	5	0
"LOC107816078"	1255	931	1728	929	960	1123
"LOC107816080"	345	360	368	180	245	313
"LOC107816081"	2501	2627	2717	2277	2481	2733
"LOC107816084"	1341	1047	1162	305	368	428
"LOC107816083"	0	6	0	0	0	0
"LOC107816085"	6836	5746	6658	2481	3650	3185
"LOC107816086"	156	189	157	154	108	170
"LOC107816082"	0	0	0	0	0	0
"LOC107816087"	58	80	61	46	53	64
"LOC107816088"	39	15	40	5	6	11
"LOC107816090"	992	1007	1025	788	735	873
"LOC107816091"	772	839	745	617	573	548
"LOC107816089"	0	0	0	0	0	0
"LOC107816092"	131	137	152	86	69	89
"LOC107816093"	186	213	189	116	113	158
"LOC107816095"	252	242	298	302	352	382
"LOC107816096"	0	0	0	0	0	0
"LOC107816097"	108	267	175	72	177	182
"LOC107816099"	185	230	258	129	198	176
"LOC107816101"	552	389	453	388	463	513
"LOC107816100"	0	1	4	0	1	2
"LOC107816102"	8	0	4	0	0	0
"LOC107816104"	132	169	149	180	156	180
"LOC107816105"	127	67	111	45	57	83
"LOC107816107"	630	631	941	706	634	812
"LOC107816108"	19	17	12	10	15	19
"LOC107816110"	422	497	467	319	438	520
"TRNAD-GUC_11"	0	0	0	0	0	0
"LOC107816112"	0	0	0	0	0	0
"LOC107816113"	0	0	0	2	0	2
"LOC107816116"	169	122	178	287	336	335
"LOC107816114"	0	0	0	0	0	0
"LOC107816117"	24	10	11	18	17	21
"LOC107816118"	0	6	2	0	0	0
"LOC107816120"	31	37	57	35	23	31
"LOC107816121"	1518	1301	1841	1075	1174	1694
"LOC107816119"	0	0	0	0	0	0
"LOC107816123"	0	0	0	0	0	0
"LOC107816124"	3	0	4	0	0	2
"LOC107816125"	17	6	11	0	0	2
"LOC107816126"	108	84	132	44	41	64
"LOC107816127"	1363	1226	1592	1380	1416	1892
"LOC107816130"	0	0	0	0	0	0
"LOC107816128"	0	0	0	0	0	0
"LOC107816129"	0	0	0	0	0	0
"LOC107816131"	162	108	187	177	188	243
"LOC107816132"	0	0	0	0	4	0
"LOC107816133"	116	126	152	95	128	212
"LOC107816134"	129	143	146	85	91	111
"LOC107816136"	126	49	148	112	118	180
"LOC107816138"	2	0	8	2	0	2
"LOC107816141"	434	424	476	471	457	427
"LOC107816139"	674	483	684	567	676	783
"LOC107816137"	0	6	10	0	12	12
"LOC107816142"	1032	758	1227	617	619	629
"LOC107816143"	4	8	8	4	0	10
"LOC107816144"	901	660	1448	1010	1140	1940
"LOC107816145"	2	0	0	0	6	0
"LOC107816146"	8108	7171	8401	19803	19969	19629
"LOC107816147"	303	171	294	97	87	122
"LOC107816149"	396	504	420	422	511	526
"LOC107816150"	341	317	345	388	309	390
"LOC107816151"	53	69	65	19	35	65
"LOC107816152"	0	0	0	0	0	0
"LOC107816153"	0	10	16	0	10	2
"LOC107816154"	402	471	718	901	634	775
"LOC107816155"	3511	2628	3716	3828	4590	4475
"LOC107816156"	0	2	0	0	0	0
